order_id,customer_id,seller_id,product_id,order_date,quantity,unit_price,discount_rate,order_value,delivery_days,order_status,payment_method,seller_rating,delivery_bucket,rating_bucket,discount_bucket
ORD31917,C08013,S0585,P0092,2025-05-18,1,782,0.05,742.9,3,Delivered,UPI,4.6,1-3 Days,High Rating,1-10%
ORD31918,C01267,S0319,P0176,2025-01-26,2,2736,0.1,4924.8,7,Delivered,Debit Card,5.0,7-10 Days,High Rating,1-10%
ORD31919,C07197,S0592,P0368,2025-10-06,2,2685,0.0,5370.0,9,Returned,COD,4.8,7-10 Days,High Rating,No Discount
ORD31920,C06743,S0727,P0292,2025-12-03,1,3002,0.0,3002.0,5,Delivered,COD,4.6,4-6 Days,High Rating,No Discount
ORD31921,C03442,S0004,P0231,2025-11-29,1,494,0.3,345.8,3,Returned,UPI,3.1,1-3 Days,Low Rating,21-30%
ORD31922,C08477,S0286,P0447,2025-01-27,1,4475,0.25,3356.25,3,Delivered,COD,3.8,1-3 Days,Medium Rating,21-30%
ORD31923,C04972,S0589,P0433,2025-11-06,1,355,0.05,337.25,2,Delivered,UPI,3.6,1-3 Days,Medium Rating,1-10%
ORD31924,C03392,S0822,P0408,2025-10-22,1,4568,0.15,3882.8,5,Delivered,UPI,4.9,4-6 Days,High Rating,11-20%
ORD31925,C05543,S0464,P0487,2025-03-18,1,4978,0.1,4480.2,5,Delivered,Credit Card,4.0,4-6 Days,Medium Rating,1-10%
ORD31926,C04271,S0006,P0114,2025-09-26,1,4116,0.0,4116.0,10,Delivered,UPI,3.9,7-10 Days,Medium Rating,No Discount
ORD31927,C08364,S0712,P0413,2025-03-03,1,2992,0.2,2393.6,3,Delivered,Credit Card,4.4,1-3 Days,Medium Rating,11-20%
ORD31928,C07750,S0381,P0064,2025-02-13,1,2942,0.15,2500.7,4,Delivered,Credit Card,3.1,4-6 Days,Low Rating,11-20%
ORD31929,C09160,S0756,P0145,2025-07-03,1,1024,0.05,972.8,4,Delivered,UPI,3.7,4-6 Days,Medium Rating,1-10%
ORD31930,C02393,S0726,P0252,2025-08-07,1,786,0.15,668.1,6,Delivered,Credit Card,4.0,4-6 Days,Medium Rating,11-20%
ORD31931,C02709,S0439,P0447,2025-04-22,1,4475,0.25,3356.25,6,Delivered,UPI,3.8,4-6 Days,Medium Rating,21-30%
ORD31932,C06611,S0759,P0225,2025-07-31,1,3467,0.0,3467.0,4,Delivered,Debit Card,4.6,4-6 Days,High Rating,No Discount
ORD31933,C00252,S0797,P0278,2025-07-01,2,953,0.05,1810.7,6,Delivered,UPI,5.0,4-6 Days,High Rating,1-10%
ORD31934,C09983,S0305,P0462,2025-01-13,1,912,0.15,775.2,4,Delivered,COD,3.7,4-6 Days,Medium Rating,11-20%
ORD31935,C05142,S0197,P0295,2025-02-27,1,978,0.3,684.6,9,Cancelled,UPI,4.6,7-10 Days,High Rating,21-30%
ORD31936,C04225,S0639,P0017,2025-08-01,2,1620,0.05,3078.0,8,Delivered,UPI,5.0,7-10 Days,High Rating,1-10%
ORD31937,C08179,S0321,P0300,2025-07-14,1,4931,0.25,3698.25,1,Delivered,COD,4.7,1-3 Days,High Rating,21-30%
ORD31938,C01856,S0780,P0482,2025-04-29,1,3301,0.25,2475.75,1,Delivered,Debit Card,4.8,1-3 Days,High Rating,21-30%
ORD31939,C03794,S0519,P0059,2025-02-15,1,1915,0.1,1723.5,5,Delivered,UPI,4.9,4-6 Days,High Rating,1-10%
ORD31940,C09834,S0253,P0473,2025-01-10,1,3812,0.15,3240.2,4,Delivered,UPI,4.9,4-6 Days,High Rating,11-20%
ORD31941,C04289,S0851,P0147,2025-09-18,3,337,0.15,859.35,5,Delivered,UPI,3.5,4-6 Days,Low Rating,11-20%
ORD31942,C02864,S0624,P0156,2025-08-02,2,3871,0.1,6967.8,3,Delivered,COD,4.0,1-3 Days,Medium Rating,1-10%
ORD31943,C09510,S0983,P0123,2025-06-22,1,525,0.1,472.5,2,Delivered,UPI,3.4,1-3 Days,Low Rating,1-10%
ORD31944,C09333,S0395,P0116,2025-11-22,1,696,0.1,626.4,6,Delivered,UPI,4.3,4-6 Days,Medium Rating,1-10%
ORD31945,C00860,S0393,P0327,2025-12-07,2,401,0.0,802.0,7,Delivered,UPI,4.4,7-10 Days,Medium Rating,No Discount
ORD31946,C06545,S0018,P0479,2025-04-14,1,2683,0.0,2683.0,6,Delivered,Debit Card,4.5,4-6 Days,Medium Rating,No Discount
ORD31947,C03851,S0927,P0362,2025-01-18,1,1187,0.05,1127.65,3,Delivered,Credit Card,3.0,1-3 Days,Low Rating,1-10%
ORD31948,C02157,S0512,P0207,2025-10-28,1,2772,0.1,2494.8,1,Delivered,Debit Card,3.7,1-3 Days,Medium Rating,1-10%
ORD31949,C09546,S0135,P0175,2025-10-21,1,4293,0.1,3863.7,8,Delivered,COD,4.9,7-10 Days,High Rating,1-10%
ORD31950,C07050,S0238,P0352,2025-08-16,1,4736,0.05,4499.2,4,Delivered,Debit Card,3.5,4-6 Days,Low Rating,1-10%
ORD31951,C08680,S0494,P0117,2025-08-27,1,3147,0.15,2674.95,6,Delivered,Debit Card,3.7,4-6 Days,Medium Rating,11-20%
ORD31952,C00447,S0487,P0235,2025-12-16,1,3064,0.05,2910.8,2,Delivered,UPI,4.9,1-3 Days,High Rating,1-10%
ORD31953,C07135,S0173,P0354,2025-10-28,3,2379,0.2,5709.6,7,Cancelled,UPI,5.0,7-10 Days,High Rating,11-20%
ORD31954,C03518,S0120,P0488,2025-10-30,1,588,0.2,470.4,1,Delivered,UPI,4.4,1-3 Days,Medium Rating,11-20%
ORD31955,C00366,S0174,P0242,2025-10-18,1,1145,0.15,973.25,5,Delivered,UPI,4.2,4-6 Days,Medium Rating,11-20%
ORD31956,C00771,S0197,P0009,2025-05-15,1,2277,0.2,1821.6,6,Delivered,Wallet,4.6,4-6 Days,High Rating,11-20%
ORD31957,C03562,S0056,P0327,2025-11-22,1,401,0.25,300.75,2,Delivered,Debit Card,3.4,1-3 Days,Low Rating,21-30%
ORD31958,C00214,S0502,P0039,2025-06-11,2,1306,0.0,2612.0,4,Delivered,Debit Card,3.2,4-6 Days,Low Rating,No Discount
ORD31959,C08906,S0549,P0127,2025-05-01,1,936,0.1,842.4,1,Delivered,UPI,3.3,1-3 Days,Low Rating,1-10%
ORD31960,C02393,S0034,P0136,2025-12-15,1,1119,0.1,1007.1,9,Delivered,COD,3.4,7-10 Days,Low Rating,1-10%
ORD31961,C07549,S0949,P0277,2025-06-11,1,343,0.15,291.55,5,Delivered,Credit Card,4.0,4-6 Days,Medium Rating,11-20%
ORD31962,C08038,S0302,P0085,2025-09-11,2,2152,0.25,3228.0,4,Delivered,UPI,4.1,4-6 Days,Medium Rating,21-30%
ORD31963,C01309,S0098,P0410,2025-05-08,2,280,0.1,504.0,6,Delivered,UPI,4.8,4-6 Days,High Rating,1-10%
ORD31964,C02034,S0799,P0352,2025-03-28,1,4736,0.15,4025.6,3,Delivered,COD,4.1,1-3 Days,Medium Rating,11-20%
ORD31965,C08952,S0673,P0280,2025-09-10,1,4660,0.3,3262.0,5,Delivered,UPI,3.2,4-6 Days,Low Rating,21-30%
ORD31966,C03478,S0162,P0354,2025-07-04,2,2379,0.15,4044.3,2,Delivered,UPI,3.2,1-3 Days,Low Rating,11-20%
ORD31967,C06915,S0020,P0458,2025-07-30,1,3977,0.3,2783.9,2,Delivered,COD,3.8,1-3 Days,Medium Rating,21-30%
ORD31968,C09797,S0717,P0021,2025-08-04,2,740,0.0,1480.0,3,Delivered,UPI,4.0,1-3 Days,Medium Rating,No Discount
ORD31969,C04489,S0985,P0282,2025-07-02,1,3908,0.1,3517.2,1,Cancelled,UPI,4.1,1-3 Days,Medium Rating,1-10%
ORD31970,C01252,S0754,P0394,2025-07-10,1,4524,0.2,3619.2,3,Delivered,UPI,3.4,1-3 Days,Low Rating,11-20%
ORD31971,C02055,S0831,P0160,2025-06-26,3,1996,0.3,4191.6,4,Delivered,Credit Card,3.9,4-6 Days,Medium Rating,21-30%
ORD31972,C03214,S0213,P0453,2025-09-06,1,3150,0.1,2835.0,9,Delivered,COD,4.7,7-10 Days,High Rating,1-10%
ORD31973,C04853,S0172,P0471,2025-08-23,2,690,0.0,1380.0,3,Delivered,UPI,3.6,1-3 Days,Medium Rating,No Discount
ORD31974,C05628,S0245,P0230,2025-09-01,2,3018,0.1,5432.4,4,Delivered,UPI,4.9,4-6 Days,High Rating,1-10%
ORD31975,C03710,S0112,P0035,2025-04-12,1,4312,0.05,4096.4,2,Delivered,Credit Card,4.2,1-3 Days,Medium Rating,1-10%
ORD31976,C04717,S0922,P0125,2025-12-24,1,1081,0.1,972.9,4,Returned,COD,4.1,4-6 Days,Medium Rating,1-10%
ORD31977,C05676,S0926,P0106,2025-05-11,1,344,0.1,309.6,4,Delivered,Credit Card,4.0,4-6 Days,Medium Rating,1-10%
ORD31978,C02370,S0895,P0123,2025-09-27,2,525,0.2,840.0,1,Delivered,Debit Card,3.6,1-3 Days,Medium Rating,11-20%
ORD31979,C08515,S0981,P0414,2025-07-23,1,1306,0.25,979.5,5,Cancelled,UPI,3.3,4-6 Days,Low Rating,21-30%
ORD31980,C09363,S0054,P0268,2025-03-17,2,4829,0.1,8692.2,4,Delivered,UPI,4.4,4-6 Days,Medium Rating,1-10%
ORD31981,C02808,S0624,P0386,2025-12-07,1,4882,0.0,4882.0,5,Delivered,COD,4.0,4-6 Days,Medium Rating,No Discount
ORD31982,C02538,S0504,P0144,2025-09-10,1,3902,0.1,3511.8,1,Delivered,Credit Card,3.5,1-3 Days,Low Rating,1-10%
ORD31983,C02560,S0503,P0394,2025-07-04,2,4524,0.05,8595.6,4,Delivered,UPI,3.3,4-6 Days,Low Rating,1-10%
ORD31984,C01816,S0665,P0447,2025-11-22,2,4475,0.2,7160.0,5,Delivered,UPI,3.5,4-6 Days,Low Rating,11-20%
ORD31985,C03315,S0816,P0256,2025-12-14,3,2770,0.2,6648.0,2,Delivered,UPI,3.2,1-3 Days,Low Rating,11-20%
ORD31986,C01322,S0868,P0318,2025-10-16,1,1331,0.1,1197.9,5,Delivered,UPI,3.4,4-6 Days,Low Rating,1-10%
ORD31987,C05903,S0156,P0410,2025-09-22,1,280,0.0,280.0,4,Delivered,UPI,4.2,4-6 Days,Medium Rating,No Discount
ORD31988,C00562,S0405,P0225,2025-10-03,1,3467,0.15,2946.95,4,Returned,Debit Card,3.1,4-6 Days,Low Rating,11-20%
ORD31989,C04713,S0288,P0430,2025-02-06,1,3206,0.0,3206.0,4,Delivered,Debit Card,3.8,4-6 Days,Medium Rating,No Discount
ORD31990,C02859,S0986,P0430,2025-03-06,1,3206,0.3,2244.2,8,Returned,COD,3.7,7-10 Days,Medium Rating,21-30%
ORD31991,C01101,S0320,P0437,2025-08-26,1,1885,0.15,1602.25,1,Cancelled,COD,3.2,1-3 Days,Low Rating,11-20%
ORD31992,C05276,S0733,P0417,2025-03-03,1,2633,0.15,2238.05,4,Cancelled,COD,4.9,4-6 Days,High Rating,11-20%
ORD31993,C08618,S0707,P0159,2025-07-19,1,1338,0.05,1271.1,3,Delivered,Debit Card,3.6,1-3 Days,Medium Rating,1-10%
ORD31994,C09692,S0401,P0452,2025-08-04,1,1801,0.05,1710.95,5,Delivered,COD,5.0,4-6 Days,High Rating,1-10%
ORD31995,C05577,S0270,P0014,2025-08-28,1,2201,0.0,2201.0,5,Delivered,COD,3.3,4-6 Days,Low Rating,No Discount
ORD31996,C04438,S0984,P0222,2025-03-03,3,2266,0.1,6118.2,4,Delivered,UPI,4.1,4-6 Days,Medium Rating,1-10%
ORD31997,C09460,S0032,P0295,2025-05-03,1,978,0.1,880.2,5,Delivered,UPI,4.8,4-6 Days,High Rating,1-10%
ORD31998,C06515,S0757,P0049,2025-06-14,1,2228,0.1,2005.2,2,Delivered,UPI,3.1,1-3 Days,Low Rating,1-10%
ORD31999,C08408,S0563,P0237,2025-08-08,1,4794,0.2,3835.2,6,Delivered,UPI,4.0,4-6 Days,Medium Rating,11-20%
ORD32000,C07563,S0470,P0188,2025-08-26,1,1152,0.2,921.6,1,Delivered,UPI,3.8,1-3 Days,Medium Rating,11-20%
ORD32001,C06296,S0864,P0331,2025-12-03,2,4376,0.15,7439.2,2,Delivered,Debit Card,4.3,1-3 Days,Medium Rating,11-20%
ORD32002,C07079,S0123,P0380,2025-03-18,3,3765,0.0,11295.0,1,Delivered,Wallet,3.3,1-3 Days,Low Rating,No Discount
ORD32003,C09069,S0165,P0222,2025-08-15,1,2266,0.15,1926.1,2,Delivered,Debit Card,4.3,1-3 Days,Medium Rating,11-20%
ORD32004,C00965,S0400,P0105,2025-02-27,2,4594,0.15,7809.8,4,Delivered,UPI,4.9,4-6 Days,High Rating,11-20%
ORD32005,C09411,S0398,P0212,2025-01-17,2,838,0.0,1676.0,3,Delivered,Debit Card,4.5,1-3 Days,Medium Rating,No Discount
ORD32006,C05161,S0731,P0145,2025-09-19,2,1024,0.0,2048.0,5,Delivered,Wallet,3.5,4-6 Days,Low Rating,No Discount
ORD32007,C09438,S0153,P0376,2025-09-20,1,4067,0.15,3456.95,4,Delivered,Wallet,4.7,4-6 Days,High Rating,11-20%
ORD32008,C04665,S0799,P0299,2025-11-16,1,2529,0.15,2149.65,2,Delivered,Debit Card,4.1,1-3 Days,Medium Rating,11-20%
ORD32009,C01462,S0656,P0046,2025-09-05,2,2776,0.1,4996.8,4,Delivered,COD,4.9,4-6 Days,High Rating,1-10%
ORD32010,C05449,S0722,P0278,2025-08-12,1,953,0.0,953.0,3,Delivered,UPI,4.0,1-3 Days,Medium Rating,No Discount
ORD32011,C04817,S0621,P0341,2025-08-28,1,397,0.05,377.15,4,Delivered,UPI,4.3,4-6 Days,Medium Rating,1-10%
ORD32012,C02998,S0797,P0420,2025-01-10,1,464,0.15,394.4,4,Delivered,COD,5.0,4-6 Days,High Rating,11-20%
ORD32013,C06528,S0649,P0236,2025-12-10,1,891,0.1,801.9,4,Delivered,Credit Card,4.6,4-6 Days,High Rating,1-10%
ORD32014,C04906,S0987,P0170,2025-04-08,2,3245,0.25,4867.5,8,Returned,COD,4.9,7-10 Days,High Rating,21-30%
ORD32015,C01839,S0745,P0250,2025-11-20,2,718,0.3,1005.2,1,Delivered,COD,4.2,1-3 Days,Medium Rating,21-30%
ORD32016,C02353,S0604,P0242,2025-12-11,1,1145,0.1,1030.5,4,Delivered,Debit Card,4.4,4-6 Days,Medium Rating,1-10%
ORD32017,C00928,S0997,P0195,2025-04-16,1,2823,0.0,2823.0,4,Delivered,UPI,4.9,4-6 Days,High Rating,No Discount
ORD32018,C03450,S0600,P0134,2025-01-24,1,2269,0.0,2269.0,3,Delivered,COD,3.3,1-3 Days,Low Rating,No Discount
ORD32019,C07461,S0269,P0238,2025-10-22,2,1266,0.25,1899.0,4,Delivered,UPI,4.3,4-6 Days,Medium Rating,21-30%
ORD32020,C04258,S0622,P0137,2025-02-24,1,3681,0.05,3496.95,5,Delivered,Wallet,3.2,4-6 Days,Low Rating,1-10%
ORD32021,C09395,S0493,P0288,2025-08-24,1,3646,0.1,3281.4,8,Delivered,UPI,4.2,7-10 Days,Medium Rating,1-10%
ORD32022,C08738,S0887,P0479,2025-07-21,1,2683,0.05,2548.85,4,Delivered,Credit Card,4.8,4-6 Days,High Rating,1-10%
ORD32023,C07382,S0456,P0061,2025-02-20,2,488,0.15,829.6,6,Delivered,UPI,5.0,4-6 Days,High Rating,11-20%
ORD32024,C03786,S0768,P0456,2025-10-25,1,1509,0.2,1207.2,1,Delivered,Wallet,3.9,1-3 Days,Medium Rating,11-20%
ORD32025,C01607,S0618,P0333,2025-03-04,2,337,0.15,572.9,4,Delivered,UPI,3.6,4-6 Days,Medium Rating,11-20%
ORD32026,C03471,S0967,P0333,2025-03-03,1,337,0.0,337.0,1,Delivered,UPI,4.5,1-3 Days,Medium Rating,No Discount
ORD32027,C01686,S0402,P0431,2025-05-15,1,674,0.0,674.0,3,Delivered,UPI,3.7,1-3 Days,Medium Rating,No Discount
ORD32028,C08111,S0348,P0473,2025-02-03,2,3812,0.2,6099.2,4,Delivered,Debit Card,4.7,4-6 Days,High Rating,11-20%
ORD32029,C07185,S0276,P0340,2025-10-05,1,1808,0.1,1627.2,6,Delivered,UPI,4.3,4-6 Days,Medium Rating,1-10%
ORD32030,C07015,S0951,P0136,2025-11-14,1,1119,0.25,839.25,6,Delivered,COD,4.8,4-6 Days,High Rating,21-30%
ORD32031,C03069,S0496,P0420,2025-08-17,1,464,0.2,371.2,1,Delivered,UPI,3.0,1-3 Days,Low Rating,11-20%
ORD32032,C01539,S0069,P0203,2025-10-01,4,2136,0.1,7689.6,6,Delivered,UPI,3.3,4-6 Days,Low Rating,1-10%
ORD32033,C00531,S0186,P0134,2025-10-30,1,2269,0.05,2155.55,4,Delivered,COD,4.9,4-6 Days,High Rating,1-10%
ORD32034,C06314,S0810,P0475,2025-02-11,1,1144,0.05,1086.8,2,Delivered,UPI,4.3,1-3 Days,Medium Rating,1-10%
ORD32035,C00765,S0241,P0301,2025-09-08,2,1958,0.1,3524.4,5,Delivered,Credit Card,3.7,4-6 Days,Medium Rating,1-10%
ORD32036,C00778,S0937,P0380,2025-03-01,1,3765,0.1,3388.5,3,Cancelled,UPI,3.8,1-3 Days,Medium Rating,1-10%
ORD32037,C04210,S0015,P0116,2025-02-24,1,696,0.05,661.2,6,Delivered,UPI,3.0,4-6 Days,Low Rating,1-10%
ORD32038,C05007,S0731,P0301,2025-03-02,1,1958,0.15,1664.3,3,Delivered,UPI,3.5,1-3 Days,Low Rating,11-20%
ORD32039,C04106,S0499,P0212,2025-10-27,1,838,0.0,838.0,4,Delivered,UPI,4.3,4-6 Days,Medium Rating,No Discount
ORD32040,C07895,S0174,P0135,2025-06-19,1,4799,0.0,4799.0,7,Cancelled,Debit Card,4.2,7-10 Days,Medium Rating,No Discount
ORD32041,C04240,S0967,P0253,2025-08-25,1,3696,0.15,3141.6,2,Delivered,COD,4.5,1-3 Days,Medium Rating,11-20%
ORD32042,C05605,S0896,P0469,2025-06-19,1,3345,0.2,2676.0,6,Delivered,UPI,3.7,4-6 Days,Medium Rating,11-20%
ORD32043,C08171,S0562,P0224,2025-02-28,1,974,0.1,876.6,3,Delivered,Wallet,4.2,1-3 Days,Medium Rating,1-10%
ORD32044,C07983,S0437,P0407,2025-11-17,1,838,0.1,754.2,10,Delivered,UPI,3.8,7-10 Days,Medium Rating,1-10%
ORD32045,C00837,S0782,P0497,2025-12-30,1,459,0.15,390.15,8,Delivered,UPI,3.6,7-10 Days,Medium Rating,11-20%
ORD32046,C07929,S0743,P0173,2025-07-24,3,3705,0.1,10003.5,7,Delivered,Debit Card,3.5,7-10 Days,Low Rating,1-10%
ORD32047,C07528,S0763,P0381,2025-08-26,3,2410,0.1,6507.0,4,Delivered,Credit Card,3.7,4-6 Days,Medium Rating,1-10%
ORD32048,C00369,S0156,P0150,2025-03-07,1,1361,0.15,1156.85,7,Delivered,COD,4.2,7-10 Days,Medium Rating,11-20%
ORD32049,C09327,S0556,P0323,2025-07-02,1,4082,0.2,3265.6,8,Delivered,Credit Card,4.2,7-10 Days,Medium Rating,11-20%
ORD32050,C08561,S0506,P0224,2025-05-17,1,974,0.3,681.8,7,Delivered,Credit Card,4.3,7-10 Days,Medium Rating,21-30%
ORD32051,C07361,S0408,P0392,2025-08-03,2,3472,0.1,6249.6,6,Delivered,Debit Card,3.9,4-6 Days,Medium Rating,1-10%
ORD32052,C09235,S0825,P0015,2025-04-30,1,696,0.15,591.6,4,Delivered,UPI,4.0,4-6 Days,Medium Rating,11-20%
ORD32053,C06980,S0333,P0406,2025-08-28,1,3520,0.1,3168.0,3,Delivered,COD,4.0,1-3 Days,Medium Rating,1-10%
ORD32054,C04326,S0480,P0203,2025-08-14,1,2136,0.3,1495.2,2,Returned,COD,3.7,1-3 Days,Medium Rating,21-30%
ORD32055,C02905,S0052,P0026,2025-12-23,1,448,0.2,358.4,8,Delivered,Credit Card,3.9,7-10 Days,Medium Rating,11-20%
ORD32056,C08765,S0173,P0181,2025-10-18,1,2504,0.0,2504.0,1,Delivered,Credit Card,5.0,1-3 Days,High Rating,No Discount
ORD32057,C04309,S0404,P0163,2025-12-09,1,1389,0.25,1041.75,3,Delivered,COD,4.3,1-3 Days,Medium Rating,21-30%
ORD32058,C07286,S0394,P0391,2025-02-15,1,4401,0.25,3300.75,5,Delivered,UPI,3.2,4-6 Days,Low Rating,21-30%
ORD32059,C03165,S0530,P0282,2025-12-17,1,3908,0.15,3321.8,5,Delivered,UPI,3.6,4-6 Days,Medium Rating,11-20%
ORD32060,C02661,S0103,P0390,2025-11-28,1,4068,0.05,3864.6,7,Delivered,COD,3.8,7-10 Days,Medium Rating,1-10%
ORD32061,C00282,S0298,P0185,2025-12-04,1,3253,0.05,3090.35,8,Cancelled,Debit Card,3.4,7-10 Days,Low Rating,1-10%
ORD32062,C02453,S0169,P0127,2025-09-02,4,936,0.2,2995.2,4,Delivered,Credit Card,3.1,4-6 Days,Low Rating,11-20%
ORD32063,C01496,S0657,P0398,2025-06-08,2,670,0.05,1273.0,1,Delivered,Debit Card,4.0,1-3 Days,Medium Rating,1-10%
ORD32064,C05066,S0245,P0346,2025-09-18,1,2421,0.1,2178.9,9,Delivered,UPI,4.9,7-10 Days,High Rating,1-10%
ORD32065,C01281,S0218,P0257,2025-02-25,2,478,0.0,956.0,6,Delivered,UPI,3.2,4-6 Days,Low Rating,No Discount
ORD32066,C04861,S0612,P0244,2025-07-25,2,1814,0.2,2902.4,2,Delivered,COD,4.5,1-3 Days,Medium Rating,11-20%
ORD32067,C05632,S0171,P0212,2025-10-10,1,838,0.2,670.4,7,Delivered,COD,3.8,7-10 Days,Medium Rating,11-20%
ORD32068,C03684,S0668,P0402,2025-06-23,2,660,0.1,1188.0,5,Delivered,Credit Card,4.8,4-6 Days,High Rating,1-10%
ORD32069,C03864,S0180,P0291,2025-07-12,1,4445,0.15,3778.25,5,Delivered,UPI,5.0,4-6 Days,High Rating,11-20%
ORD32070,C03217,S0004,P0450,2025-08-13,1,430,0.25,322.5,2,Cancelled,UPI,3.1,1-3 Days,Low Rating,21-30%
ORD32071,C04185,S0929,P0103,2025-12-19,1,1622,0.15,1378.7,9,Delivered,UPI,4.9,7-10 Days,High Rating,11-20%
ORD32072,C01855,S0763,P0493,2025-05-19,2,1819,0.05,3456.1,4,Returned,COD,3.7,4-6 Days,Medium Rating,1-10%
ORD32073,C06801,S0983,P0241,2025-05-03,1,1440,0.15,1224.0,4,Delivered,COD,3.4,4-6 Days,Low Rating,11-20%
ORD32074,C05187,S0344,P0431,2025-02-06,1,674,0.1,606.6,2,Delivered,UPI,3.6,1-3 Days,Medium Rating,1-10%
ORD32075,C04901,S0876,P0170,2025-02-22,1,3245,0.25,2433.75,4,Delivered,COD,4.1,4-6 Days,Medium Rating,21-30%
ORD32076,C08804,S0074,P0223,2025-07-23,1,2549,0.25,1911.75,4,Delivered,Debit Card,3.4,4-6 Days,Low Rating,21-30%
ORD32077,C01933,S0660,P0394,2025-11-26,1,4524,0.15,3845.4,5,Cancelled,COD,3.2,4-6 Days,Low Rating,11-20%
ORD32078,C03967,S0712,P0212,2025-07-20,1,838,0.3,586.6,4,Cancelled,Wallet,4.4,4-6 Days,Medium Rating,21-30%
ORD32079,C02682,S0890,P0208,2025-08-28,3,2596,0.15,6619.8,5,Delivered,Credit Card,4.6,4-6 Days,High Rating,11-20%
ORD32080,C07927,S0636,P0151,2025-08-13,3,3638,0.0,10914.0,1,Delivered,UPI,4.6,1-3 Days,High Rating,No Discount
ORD32081,C05457,S0184,P0291,2025-01-04,1,4445,0.1,4000.5,6,Delivered,UPI,3.8,4-6 Days,Medium Rating,1-10%
ORD32082,C02653,S0626,P0277,2025-09-16,3,343,0.15,874.65,5,Returned,Debit Card,3.4,4-6 Days,Low Rating,11-20%
ORD32083,C05208,S0199,P0071,2025-12-02,1,4048,0.05,3845.6,4,Returned,Wallet,4.6,4-6 Days,High Rating,1-10%
ORD32084,C05257,S0781,P0039,2025-01-13,1,1306,0.05,1240.7,5,Delivered,COD,4.2,4-6 Days,Medium Rating,1-10%
ORD32085,C04504,S0062,P0120,2025-01-21,2,208,0.1,374.4,4,Delivered,UPI,4.4,4-6 Days,Medium Rating,1-10%
ORD32086,C04783,S0914,P0241,2025-10-18,2,1440,0.0,2880.0,5,Delivered,UPI,3.2,4-6 Days,Low Rating,No Discount
ORD32087,C02333,S0457,P0265,2025-05-28,1,3184,0.0,3184.0,3,Delivered,Debit Card,4.9,1-3 Days,High Rating,No Discount
ORD32088,C05764,S0057,P0038,2025-07-03,1,4110,0.1,3699.0,5,Delivered,COD,3.9,4-6 Days,Medium Rating,1-10%
ORD32089,C01322,S0530,P0245,2025-03-01,2,4858,0.05,9230.2,2,Delivered,Credit Card,3.6,1-3 Days,Medium Rating,1-10%
ORD32090,C01951,S0370,P0424,2025-11-22,1,4051,0.1,3645.9,4,Returned,Credit Card,3.6,4-6 Days,Medium Rating,1-10%
ORD32091,C00820,S0761,P0150,2025-09-03,1,1361,0.2,1088.8,7,Returned,COD,3.8,7-10 Days,Medium Rating,11-20%
ORD32092,C09022,S0349,P0321,2025-10-30,1,1790,0.0,1790.0,7,Delivered,UPI,3.4,7-10 Days,Low Rating,No Discount
ORD32093,C06036,S0569,P0156,2025-08-26,1,3871,0.25,2903.25,4,Delivered,Credit Card,4.5,4-6 Days,Medium Rating,21-30%
ORD32094,C09341,S0203,P0158,2025-02-09,1,481,0.0,481.0,2,Delivered,COD,3.1,1-3 Days,Low Rating,No Discount
ORD32095,C01787,S0865,P0486,2025-01-30,2,3232,0.0,6464.0,3,Cancelled,Credit Card,3.7,1-3 Days,Medium Rating,No Discount
ORD32096,C04336,S0959,P0429,2025-03-10,1,249,0.05,236.55,2,Delivered,UPI,5.0,1-3 Days,High Rating,1-10%
ORD32097,C02127,S0187,P0250,2025-07-23,3,718,0.1,1938.6,6,Delivered,UPI,3.1,4-6 Days,Low Rating,1-10%
ORD32098,C09411,S0308,P0104,2025-04-08,1,4066,0.2,3252.8,10,Delivered,UPI,3.3,7-10 Days,Low Rating,11-20%
ORD32099,C06657,S0257,P0084,2025-01-04,3,4924,0.15,12556.2,2,Delivered,UPI,4.1,1-3 Days,Medium Rating,11-20%
ORD32100,C01947,S0387,P0454,2025-08-16,1,1971,0.15,1675.35,5,Delivered,UPI,5.0,4-6 Days,High Rating,11-20%
ORD32101,C01494,S0704,P0187,2025-04-20,2,3691,0.1,6643.8,4,Delivered,COD,3.2,4-6 Days,Low Rating,1-10%
ORD32102,C02304,S0581,P0029,2025-05-31,3,4168,0.05,11878.8,4,Delivered,UPI,3.1,4-6 Days,Low Rating,1-10%
ORD32103,C06845,S0664,P0225,2025-05-22,2,3467,0.2,5547.2,4,Delivered,UPI,4.7,4-6 Days,High Rating,11-20%
ORD32104,C02909,S0059,P0078,2025-09-06,1,2413,0.0,2413.0,1,Delivered,UPI,3.7,1-3 Days,Medium Rating,No Discount
ORD32105,C01393,S0090,P0368,2025-11-26,1,2685,0.05,2550.75,6,Delivered,UPI,4.6,4-6 Days,High Rating,1-10%
ORD32106,C07264,S0322,P0012,2025-02-23,3,3172,0.15,8088.6,3,Delivered,COD,3.8,1-3 Days,Medium Rating,11-20%
ORD32107,C01768,S0044,P0267,2025-03-11,2,3861,0.15,6563.7,5,Delivered,Wallet,3.4,4-6 Days,Low Rating,11-20%
ORD32108,C02477,S0338,P0474,2025-02-16,1,1728,0.25,1296.0,4,Delivered,COD,3.4,4-6 Days,Low Rating,21-30%
ORD32109,C01435,S0863,P0182,2025-02-07,1,4338,0.05,4121.1,1,Delivered,COD,3.8,1-3 Days,Medium Rating,1-10%
